timestamp_ms,rssi
500650,-32
500879,-31
501108,-32
501338,-32
501567,-32
501796,-33
502025,-32
502254,-33
502484,-32
502713,-33
502942,-32
503171,-31
503401,-34
503630,-31
503859,-31
504088,-31
504318,-31
504552,-33
504781,-33
505010,-31
505240,-33
505469,-32
505698,-31
505927,-31
506157,-31
506386,-33
506615,-33
506844,-32
507073,-33
507303,-32
507532,-32
507761,-33
507990,-32
508220,-32
508449,-33
508678,-32
508907,-32
509136,-32
509366,-31
509594,-33
509823,-32
510053,-33
510282,-32
510511,-31
510740,-33
510970,-31
511199,-31
511428,-32
511657,-30
511886,-31
512116,-31
512345,-30
512574,-32
512803,-31
513033,-33
513262,-31
513492,-32
513721,-31
513951,-31
514180,-33
514409,-30
514638,-31
514868,-32
515102,-32
515331,-32
515560,-31
515789,-32
516019,-32
516248,-32
516477,-32
516706,-32
516936,-30
517165,-31
517394,-32
517623,-32
517852,-32
518082,-32
518311,-32
518540,-31
518769,-32
518998,-34
519228,-31
519457,-31
519686,-33
519915,-31
520144,-31
520374,-34
520603,-32
520832,-32
521061,-32
521291,-32
521520,-31
521749,-32
521978,-32
522207,-31
522437,-34
522666,-32
522895,-31
523124,-33
523353,-31
523583,-33
523812,-32
524041,-30
524270,-32
524500,-35
524729,-32
524957,-32
525187,-32
525416,-31
525645,-30
525880,-31
526109,-33
526338,-32
526568,-31
526797,-32
527026,-31
527255,-32
527485,-32
527714,-31
527943,-32
528173,-32
528402,-32
528631,-30
528860,-31
529089,-30
529318,-31
529548,-32
529777,-31
530006,-32
530235,-32
530464,-31
530693,-32
530922,-30
531152,-32
531381,-34
531610,-31
531839,-33
532070,-32
532300,-32
532529,-33
532758,-32
532987,-32
533216,-33
533446,-32
533675,-32
533904,-33
534133,-31
534362,-32
534592,-31
534821,-32
535050,-32
535279,-32
535508,-32
535738,-31
535967,-31
536196,-30
536434,-31
536669,-32
536898,-31
537128,-33
537357,-32
537586,-32
537815,-31
538044,-32
538274,-32
538503,-31
538732,-32
538962,-33
539191,-32
539420,-33
539649,-32
539878,-32
540108,-33
540337,-32
540566,-31
